251.35,61.557,11,1,1
252.4,60.226,23,2,1
253.06,59.66,28,3,1
253.6,59.332,30,4,1
254.96,58.25,6,5,1
256.92,56.589,13,6,1
259.07,55.241,15,7,1
259.99,54.535,8,8,1
261.99,54.13,32,9,1
263,53.271,42,10,1
263.6,52.328,14,11,1
263.94,52.468,32,12,1
267.76,49.227,4,13,1
270.5,47.516,4,14,1
272.24,46.954,6,15,1
273.76,45.662,18,16,1
274.68,45.698,14,17,1
276.68,44.909,13,18,1
277.27,44.678,15,19,1
278.41,44.216,8,20,1
220.72,133.03,14,1,2
220.35,133.82,19,2,2
219.76,135.25,21,3,2
219.19,136.41,29,4,2
216.63,139.79,17,5,2
217.2,139.65,22,6,2
216.31,140.66,30,7,2
214.11,144.57,19,8,2
213.1,146.63,22,9,2
213.11,146.19,7,10,2
210.32,150.59,7,11,2
209.96,152.27,23,12,2
207.83,154.15,21,13,2
207.31,155.22,25,14,2
206.28,156.54,28,15,2
204.84,157.79,17,16,2
203.35,159.29,3,17,2
199.66,161.66,3,18,2
198.37,145.66,13,1,3
198.63,145.92,14,2,3
199.75,145.81,6,3,3
199.04,146.28,7,4,3
199.57,145.69,11,5,3
200.69,144.99,12,6,3
200.62,145.32,14,7,3
202.18,144.41,12,8,3
201.45,145.23,16,9,3
203.25,143.28,23,10,3
205.6,140.88,14,11,3
207.77,138.79,22,12,3
209.03,137.48,4,13,3
210.91,135.65,14,14,3
212.02,133.99,7,15,3
213.13,133.16,23,16,3
214.41,131.74,16,17,3
216.14,130.5,20,18,3
192,97.343,16,1,4
191.16,97.858,23,2,4
190.67,98.545,25,3,4
188.91,100.68,23,4,4
187.76,103.91,8,5,4
185,105.95,17,6,4
184.08,107.18,19,7,4
183.49,107.88,20,8,4
181.68,110.36,19,9,4
180.41,112.14,14,10,4
178.91,113.8,16,11,4
178.29,115,33,12,4
175.49,119,4,13,4
172.66,121.7,3,14,4
172.2,121.98,18,15,4
171.24,124,17,16,4
169.2,126.64,5,17,4
196.56,120.98,28,1,5
193.14,121.6,18,2,5
192.25,121.9,24,3,5
188.96,122.92,26,4,5
187.05,124.35,29,5,5
184.49,125.52,4,6,5
185.21,125.18,34,7,5
181.92,127.15,13,8,5
178.81,128.83,8,9,5
177.98,129.28,19,10,5
176.43,129.78,17,11,5
172.48,131.48,4,12,5
171.85,131.86,10,13,5
170.6,132.83,12,14,5
169.51,132.89,20,15,5
309.44,27.759,13,1,6
309.12,28.15,8,2,6
309.72,28.554,7,3,6
309.52,28.978,8,4,6
308.98,29.869,10,5,6
309.12,30.248,8,6,6
309.15,30.365,14,7,6
308.79,30.378,12,8,6
308.46,30.659,11,9,6
308.65,31.09,9,10,6
308.25,31.194,13,11,6
308.05,31.509,8,12,6
309.23,30.778,4,13,6
308.65,31.087,9,14,6
227.51,102.02,19,1,7
224.36,103.52,16,2,7
223.51,104.52,4,3,7
223.91,104.31,14,4,7
222.02,105.84,21,5,7
221.94,106.36,14,6,7
219.32,108.27,17,7,7
220.01,108,3,8,7
215.41,111.4,24,9,7
214.71,111.91,20,10,7
211.21,114.55,26,11,7
211.15,114.97,24,12,7
207.67,117.31,22,13,7
229.13,27.096,20,1,8
229.19,26.637,28,2,8
230.58,26.831,22,3,8
230.7,27.276,22,4,8
229.82,28.103,19,5,8
229.7,28.515,20,6,8
229.5,29.089,14,7,8
232.41,27.263,18,8,8
230.03,28.958,7,9,8
230.43,26.959,14,10,8
230.26,27.251,23,11,8
231.78,27.008,20,12,8
231.21,27,5,13,8
273.4,52.472,32,1,9
276.04,51.591,25,2,9
277.31,51.689,19,3,9
278.96,52.217,9,4,9
282.68,51.593,21,5,9
286.93,50.225,14,6,9
286.66,50.553,26,7,9
287.19,50.569,27,8,9
289.36,50.551,11,9,9
293.95,51,3,10,9
298.66,49.318,3,11,9
297.87,49.083,8,12,9
347.31,85.644,3,1,10
348.98,84.004,15,2,10
348.73,84.588,7,3,10
349.24,84.605,5,4,10
351.63,83.618,21,5,10
351.85,83.852,21,6,10
353.38,83.374,21,7,10
353.71,83.164,21,8,10
353.97,83.067,20,9,10
355.81,82.384,10,10,10
356.37,82.308,6,11,10
355.57,82.455,12,12,10
204.62,98.986,34,1,11
204.06,98.909,41,2,11
202.02,99.438,16,3,11
201.7,99.709,39,4,11
198.62,100.07,16,5,11
195.14,100.29,24,6,11
195.4,100.44,35,7,11
194.62,101.09,9,8,11
193.34,101.85,9,9,11
191.99,102,3,10,11
191.69,102.29,15,11,11
190,101.04,7,12,11
249.79,18.845,25,1,12
249.43,18.888,24,2,12
249.72,18.894,16,3,12
251.29,19.085,17,4,12
251.19,19.401,17,5,12
251.45,19.057,12,6,12
251.32,19.258,14,7,12
251.37,19.42,12,8,12
250.6,20.081,22,9,12
250.56,20.465,15,10,12
251.06,20.823,11,11,12
272.16,22.822,25,1,13
271.96,23.006,28,2,13
272.03,23.799,32,3,13
272.21,24.079,37,4,13
272.92,24.751,30,5,13
273.2,24.741,28,6,13
275.13,24.693,32,7,13
273.73,24.862,15,8,13
275.22,24.532,13,9,13
276.07,24.575,27,10,13
277.02,25.219,4,11,13
189.49,26.015,10,1,14
187.59,27.187,5,2,14
187.48,27.494,6,3,14
187.47,27.699,23,4,14
187.75,28.239,44,5,14
187.5,28.503,6,6,14
187.29,28.774,10,7,14
187.84,28.626,19,8,14
186.5,29.094,23,9,14
187.79,29.203,40,10,14
184.86,97.21,13,1,15
182.88,97.328,14,2,15
181.06,97.931,16,3,15
179.87,98.172,23,4,15
177.48,98.491,4,5,15
176.64,99.158,11,6,15
176.7,99.132,13,7,15
175.78,99.514,9,8,15
174.24,99.945,10,9,15
174.33,100.17,9,10,15
202.87,89.525,11,1,16
203.37,88.145,21,2,16
203.34,87.24,18,3,16
203.12,86.627,22,4,16
203.18,85.126,19,5,16
202.85,85.302,16,6,16
204.87,82.378,5,7,16
204.65,80.621,11,8,16
205.11,80.357,8,9,16
204.57,79.92,10,10,16
283.94,170.01,32,1,17
283.6,170.97,33,2,17
283,173.35,33,3,17
282.51,174.77,42,4,17
281.92,177.4,33,5,17
281.57,179.15,7,6,17
280.25,181.46,8,7,17
279.02,184.38,26,8,17
278.3,186.35,3,9,17
278,189.03,3,10,17
267.2,87.779,6,1,18
268.25,87.258,20,2,18
267.61,87.373,14,3,18
268,87.01,14,4,18
267.96,87.501,12,5,18
268.08,87.31,10,6,18
268.51,87.974,6,7,18
268.94,88.175,10,8,18
268.43,87.76,10,9,18
272.88,180.12,10,1,19
273.66,181.62,19,2,19
274.41,184.21,14,3,19
274.86,187.18,17,4,19
275.42,189.05,26,5,19
274.76,191.34,14,6,19
275.31,192.95,7,7,19
274.87,192.34,13,8,19
275.18,192.81,6,9,19
327.14,49.382,9,1,20
330.93,54.677,7,2,20
333,62.002,3,3,20
331.33,71.984,10,4,20
329.71,73.389,9,5,20
330.93,71.751,30,6,20
330.87,72.696,7,7,20
331.04,70.817,21,8,20
331.5,69.29,26,9,20
197.34,163.67,3,1,21
197,169.83,11,2,21
195.01,167.24,4,3,21
191.57,161.5,4,4,21
188.36,155.3,3,5,21
187.63,154.79,5,6,21
189.82,155.85,8,7,21
185.99,154.98,5,8,21
185.36,154.69,3,9,21
265.43,39.763,5,1,22
266.09,39.063,16,2,22
266.53,38.899,15,3,22
267.94,37.876,16,4,22
269.42,37.135,14,5,22
270.99,36.496,8,6,22
272.59,36.667,19,7,22
271.67,36.092,20,8,22
272.35,36.301,8,9,22
296.71,44.324,13,1,23
299.14,43.017,10,2,23
302.64,41.606,7,3,23
303.85,42.052,10,4,23
304.91,42.145,16,5,23
305.6,42.142,16,6,23
305.49,42.52,4,7,23
309.74,41.995,7,8,23
312.66,42.295,3,9,23
154.12,132.81,18,1,24
153.76,135.47,18,2,24
151.02,142,3,3,24
153.8,137.4,5,4,24
152.87,137.79,10,5,24
153.33,137.99,15,6,24
150.08,137.44,18,7,24
151.71,138.23,11,8,24
246.22,44.955,28,1,25
